Datetime,HOURLYDRYBULBTEMPF,HOURLYWETBULBTEMPF,Hour,Minute,Day,Weekend,Holiday,Steam Gen,Next Days Max,Next Days Max-Hour
4/1/2017 1:00,39,38,1,60,7,TRUE,FALSE,50396.12,66665.28,7
4/1/2017 2:00,38,38,2,120,7,TRUE,FALSE,51356.87,66665.28,7
4/1/2017 3:00,37,37,3,180,7,TRUE,FALSE,35409.41,66665.28,7
4/1/2017 4:00,37,37,4,240,7,TRUE,FALSE,33163.98,66665.28,7
4/1/2017 5:00,37,37,5,300,7,TRUE,FALSE,30918.56,66665.28,7
4/1/2017 6:00,36,36,6,360,7,TRUE,FALSE,28673.13,66665.28,7
4/1/2017 7:00,36,36,7,420,7,TRUE,FALSE,26427.71,66665.28,7
4/1/2017 8:00,36,36,8,480,7,TRUE,FALSE,24182.28,66665.28,7
4/1/2017 9:00,36,36,9,540,7,TRUE,FALSE,21936.86,66665.28,7
4/1/2017 10:00,36,36,10,600,7,TRUE,FALSE,19691.43,66665.28,7
4/1/2017 11:00,37,37,11,660,7,TRUE,FALSE,45272.28,66665.28,7
4/1/2017 12:00,38,37,12,720,7,TRUE,FALSE,47534.87,66665.28,7
4/1/2017 13:00,38,37,13,780,7,TRUE,FALSE,76824.34,66665.28,7
4/1/2017 14:00,39,37,14,840,7,TRUE,FALSE,102111.52,66665.28,7
4/1/2017 15:00,40,38,15,900,7,TRUE,FALSE,99453.14,66665.28,7
4/1/2017 16:00,41,38,16,960,7,TRUE,FALSE,82896.7,66665.28,7
4/1/2017 17:00,41,38,17,1020,7,TRUE,FALSE,68359.95,66665.28,7
4/1/2017 18:00,42,39,18,1080,7,TRUE,FALSE,64111.91,66665.28,7
4/1/2017 19:00,41,38,19,1140,7,TRUE,FALSE,58332.21,66665.28,7
4/1/2017 20:00,36,35,20,1200,7,TRUE,FALSE,56385.78,66665.28,7
4/1/2017 21:00,34,33,21,1260,7,TRUE,FALSE,60025.74,66665.28,7
4/1/2017 22:00,36,35,22,1320,7,TRUE,FALSE,59315.34,66665.28,7
4/1/2017 23:00,35,34,23,1380,7,TRUE,FALSE,62420.4,66665.28,7
4/2/2017 0:00,35,34,0,0,1,TRUE,FALSE,58359.72,64342.04,8
4/2/2017 1:00,33,32,1,60,1,TRUE,FALSE,59154.53,64342.04,8
4/2/2017 2:00,31,31,2,120,1,TRUE,FALSE,59080.82,64342.04,8
4/2/2017 3:00,30,30,3,180,1,TRUE,FALSE,61782.1,64342.04,8
4/2/2017 4:00,30,30,4,240,1,TRUE,FALSE,60128.35,64342.04,8
4/2/2017 5:00,32,31,5,300,1,TRUE,FALSE,64286.08,64342.04,8
4/2/2017 6:00,34,33,6,360,1,TRUE,FALSE,62834.88,64342.04,8
4/2/2017 7:00,34,33,7,420,1,TRUE,FALSE,66665.28,64342.04,8
4/2/2017 8:00,41,37,8,480,1,TRUE,FALSE,66310.76,64342.04,8
4/2/2017 9:00,47,41,9,540,1,TRUE,FALSE,61392.21,64342.04,8
4/2/2017 10:00,51,45,10,600,1,TRUE,FALSE,53181.51,64342.04,8
4/2/2017 11:00,53,46,11,660,1,TRUE,FALSE,48135.95,64342.04,8
4/2/2017 12:00,55,47,12,720,1,TRUE,FALSE,44279.33,64342.04,8
4/2/2017 13:00,57,47,13,780,1,TRUE,FALSE,41451.02,64342.04,8
4/2/2017 14:00,59,48,14,840,1,TRUE,FALSE,40057.23,64342.04,8
4/2/2017 15:00,58,47,15,900,1,TRUE,FALSE,37684.31,64342.04,8
4/2/2017 16:00,57,48,16,960,1,TRUE,FALSE,37380.52,64342.04,8
4/2/2017 17:00,57,47,17,1020,1,TRUE,FALSE,37388.13,64342.04,8
4/2/2017 18:00,55,46,18,1080,1,TRUE,FALSE,37501,64342.04,8
4/2/2017 19:00,52,43,19,1140,1,TRUE,FALSE,36556.16,64342.04,8
4/2/2017 20:00,50,42,20,1200,1,TRUE,FALSE,41770.6,64342.04,8
4/2/2017 21:00,48,41,21,1260,1,TRUE,FALSE,40200.77,64342.04,8
4/2/2017 22:00,48,40,22,1320,1,TRUE,FALSE,41833.55,64342.04,8
4/2/2017 23:00,45,39,23,1380,1,TRUE,FALSE,40689.16,64342.04,8
4/3/2017 0:00,45,38,0,0,2,FALSE,FALSE,42592.78,53757.31,8
4/3/2017 1:00,39,37,1,60,2,FALSE,FALSE,40496.26,53757.31,8
4/3/2017 2:00,40,37,2,120,2,FALSE,FALSE,41309.88,53757.31,8
4/3/2017 3:00,39,37,3,180,2,FALSE,FALSE,44277.29,53757.31,8
4/3/2017 4:00,38,36,4,240,2,FALSE,FALSE,42780.61,53757.31,8
4/3/2017 5:00,41,38,5,300,2,FALSE,FALSE,47426.34,53757.31,8
4/3/2017 6:00,43,39,6,360,2,FALSE,FALSE,50894.7,53757.31,8
4/3/2017 7:00,43,40,7,420,2,FALSE,FALSE,64087.77,53757.31,8
4/3/2017 8:00,45,40,8,480,2,FALSE,FALSE,64342.04,53757.31,8
4/3/2017 9:00,50,43,9,540,2,FALSE,FALSE,60370.22,53757.31,8
4/3/2017 10:00,55,45,10,600,2,FALSE,FALSE,55314.35,53757.31,8
4/3/2017 11:00,59,48,11,660,2,FALSE,FALSE,49587.73,53757.31,8
4/3/2017 12:00,59,47,12,720,2,FALSE,FALSE,44462.87,53757.31,8
4/3/2017 13:00,60,49,13,780,2,FALSE,FALSE,41578.7,53757.31,8
4/3/2017 14:00,61,49,14,840,2,FALSE,FALSE,39859.12,53757.31,8
4/3/2017 15:00,64,50,15,900,2,FALSE,FALSE,38780.78,53757.31,8
4/3/2017 16:00,64,50,16,960,2,FALSE,FALSE,35098.41,53757.31,8
4/3/2017 17:00,63,50,17,1020,2,FALSE,FALSE,34465.86,53757.31,8
4/3/2017 18:00,62,50,18,1080,2,FALSE,FALSE,35019.3,53757.31,8
4/3/2017 19:00,61,50,19,1140,2,FALSE,FALSE,36217.42,53757.31,8
4/3/2017 20:00,58,49,20,1200,2,FALSE,FALSE,36667.32,53757.31,8
4/3/2017 21:00,59,51,21,1260,2,FALSE,FALSE,34920.99,53757.31,8
4/3/2017 22:00,55,51,22,1320,2,FALSE,FALSE,33607.47,53757.31,8
4/3/2017 23:00,54,52,23,1380,2,FALSE,FALSE,33050.19,53757.31,8
4/4/2017 0:00,53,51,0,0,3,FALSE,FALSE,39667.45,67357.02,7
4/4/2017 1:00,52,50,1,60,3,FALSE,FALSE,35632.65,67357.02,7
4/4/2017 2:00,52,50,2,120,3,FALSE,FALSE,35712.18,67357.02,7
4/4/2017 3:00,51,49,3,180,3,FALSE,FALSE,37848.32,67357.02,7
4/4/2017 4:00,51,49,4,240,3,FALSE,FALSE,37644.09,67357.02,7
4/4/2017 5:00,53,50,5,300,3,FALSE,FALSE,39413.12,67357.02,7
4/4/2017 6:00,53,50,6,360,3,FALSE,FALSE,40793.14,67357.02,7
4/4/2017 7:00,54,51,7,420,3,FALSE,FALSE,52746.42,67357.02,7
4/4/2017 8:00,56,53,8,480,3,FALSE,FALSE,53757.31,67357.02,7
4/4/2017 9:00,57,54,9,540,3,FALSE,FALSE,49716.11,67357.02,7
4/4/2017 10:00,62,57,10,600,3,FALSE,FALSE,43234.96,67357.02,7
4/4/2017 11:00,63,58,11,660,3,FALSE,FALSE,40453.65,67357.02,7
4/4/2017 12:00,62,59,12,720,3,FALSE,FALSE,36343.88,67357.02,7
4/4/2017 13:00,58,54,13,780,3,FALSE,FALSE,38588.91,67357.02,7
4/4/2017 14:00,56,51,14,840,3,FALSE,FALSE,41345.41,67357.02,7
4/4/2017 15:00,54,49,15,900,3,FALSE,FALSE,43062.04,67357.02,7
4/4/2017 16:00,53,48,16,960,3,FALSE,FALSE,42244.04,67357.02,7
4/4/2017 17:00,51,48,17,1020,3,FALSE,FALSE,45719.3,67357.02,7
4/4/2017 18:00,50,47,18,1080,3,FALSE,FALSE,46362.94,67357.02,7
4/4/2017 19:00,50,47,19,1140,3,FALSE,FALSE,40078.17,67357.02,7
4/4/2017 20:00,49,46,20,1200,3,FALSE,FALSE,39630.3,67357.02,7
4/4/2017 21:00,48,44,21,1260,3,FALSE,FALSE,41773.86,67357.02,7
4/4/2017 22:00,47,43,22,1320,3,FALSE,FALSE,40864,67357.02,7
4/4/2017 23:00,45,42,23,1380,3,FALSE,FALSE,40674.23,67357.02,7
4/5/2017 0:00,44,41,0,0,4,FALSE,FALSE,42711.6,60761.37,8
4/5/2017 1:00,44,41,1,60,4,FALSE,FALSE,44525.66,60761.37,8
4/5/2017 2:00,43,40,2,120,4,FALSE,FALSE,43188.84,60761.37,8
4/5/2017 3:00,43,40,3,180,4,FALSE,FALSE,43800.66,60761.37,8
4/5/2017 4:00,43,40,4,240,4,FALSE,FALSE,44008.85,60761.37,8
4/5/2017 5:00,43,40,5,300,4,FALSE,FALSE,41537.25,60761.37,8
4/5/2017 6:00,42,39,6,360,4,FALSE,FALSE,51543.6,60761.37,8
4/5/2017 7:00,42,39,7,420,4,FALSE,FALSE,67357.02,60761.37,8
4/5/2017 8:00,42,39,8,480,4,FALSE,FALSE,67005.3,60761.37,8
4/5/2017 9:00,42,39,9,540,4,FALSE,FALSE,66150.61,60761.37,8
4/5/2017 10:00,43,40,10,600,4,FALSE,FALSE,61619.69,60761.37,8
4/5/2017 11:00,44,40,11,660,4,FALSE,FALSE,59246.54,60761.37,8
4/5/2017 12:00,45,41,12,720,4,FALSE,FALSE,55281.58,60761.37,8
4/5/2017 13:00,46,42,13,780,4,FALSE,FALSE,55915.78,60761.37,8
4/5/2017 14:00,48,43,14,840,4,FALSE,FALSE,54253.93,60761.37,8
4/5/2017 15:00,48,43,15,900,4,FALSE,FALSE,51700.79,60761.37,8
4/5/2017 16:00,49,44,16,960,4,FALSE,FALSE,51323.5,60761.37,8
4/5/2017 17:00,47,42,17,1020,4,FALSE,FALSE,49120.58,60761.37,8
4/5/2017 18:00,47,42,18,1080,4,FALSE,FALSE,48513.91,60761.37,8
4/5/2017 19:00,45,41,19,1140,4,FALSE,FALSE,48049.31,60761.37,8
4/5/2017 20:00,44,40,20,1200,4,FALSE,FALSE,49727.74,60761.37,8
4/5/2017 21:00,44,40,21,1260,4,FALSE,FALSE,48674.09,60761.37,8
4/5/2017 22:00,44,41,22,1320,4,FALSE,FALSE,47735.14,60761.37,8
4/5/2017 23:00,44,41,23,1380,4,FALSE,FALSE,45690.97,60761.37,8
4/6/2017 0:00,43,40,0,0,5,FALSE,FALSE,45121.89,87831.44,8
4/6/2017 1:00,44,41,1,60,5,FALSE,FALSE,44729.45,87831.44,8
4/6/2017 2:00,45,42,2,120,5,FALSE,FALSE,44488.95,87831.44,8
4/6/2017 3:00,46,43,3,180,5,FALSE,FALSE,42963.1,87831.44,8
4/6/2017 4:00,48,45,4,240,5,FALSE,FALSE,43516.9,87831.44,8
4/6/2017 5:00,50,48,5,300,5,FALSE,FALSE,43888.47,87831.44,8
4/6/2017 6:00,52,49,6,360,5,FALSE,FALSE,43310.91,87831.44,8
4/6/2017 7:00,52,49,7,420,5,FALSE,FALSE,55934.24,87831.44,8
4/6/2017 8:00,51,49,8,480,5,FALSE,FALSE,60761.37,87831.44,8
4/6/2017 9:00,50,48,9,540,5,FALSE,FALSE,58203.28,87831.44,8
4/6/2017 10:00,49,47,10,600,5,FALSE,FALSE,57418.38,87831.44,8
4/6/2017 11:00,50,48,11,660,5,FALSE,FALSE,55448.13,87831.44,8
4/6/2017 12:00,50,48,12,720,5,FALSE,FALSE,51400.43,87831.44,8
4/6/2017 13:00,50,48,13,780,5,FALSE,FALSE,53366.21,87831.44,8
4/6/2017 14:00,49,48,14,840,5,FALSE,FALSE,49805.65,87831.44,8
4/6/2017 15:00,49,47,15,900,5,FALSE,FALSE,50594.65,87831.44,8
4/6/2017 16:00,49,48,16,960,5,FALSE,FALSE,52837.25,87831.44,8
4/6/2017 17:00,45,44,17,1020,5,FALSE,FALSE,53054.51,87831.44,8
4/6/2017 18:00,43,43,18,1080,5,FALSE,FALSE,57093.66,87831.44,8
4/6/2017 19:00,41,40,19,1140,5,FALSE,FALSE,51255.76,87831.44,8
4/6/2017 20:00,41,40,20,1200,5,FALSE,FALSE,52046.63,87831.44,8
4/6/2017 21:00,40,39,21,1260,5,FALSE,FALSE,53960.29,87831.44,8
4/6/2017 22:00,37,36,22,1320,5,FALSE,FALSE,52645.28,87831.44,8
4/6/2017 23:00,34,34,23,1380,5,FALSE,FALSE,55391.22,87831.44,8
4/7/2017 0:00,34,33,0,0,6,FALSE,FALSE,62193.8,71074.45,8
4/7/2017 1:00,34,33,1,60,6,FALSE,FALSE,58874.06,71074.45,8
4/7/2017 2:00,34,33,2,120,6,FALSE,FALSE,58145.79,71074.45,8
4/7/2017 3:00,34,33,3,180,6,FALSE,FALSE,57806.25,71074.45,8
4/7/2017 4:00,34,34,4,240,6,FALSE,FALSE,58310.27,71074.45,8
4/7/2017 5:00,34,33,5,300,6,FALSE,FALSE,61431.43,71074.45,8
4/7/2017 6:00,34,33,6,360,6,FALSE,FALSE,69394.16,71074.45,8
4/7/2017 7:00,34,33,7,420,6,FALSE,FALSE,87054.2,71074.45,8
4/7/2017 8:00,34,33,8,480,6,FALSE,FALSE,87831.44,71074.45,8
4/7/2017 9:00,34,33,9,540,6,FALSE,FALSE,83171.84,71074.45,8
4/7/2017 10:00,33,32,10,600,6,FALSE,FALSE,79481.37,71074.45,8
4/7/2017 11:00,34,33,11,660,6,FALSE,FALSE,82324.33,71074.45,8
4/7/2017 12:00,34,33,12,720,6,FALSE,FALSE,79917.01,71074.45,8
4/7/2017 13:00,34,32,13,780,6,FALSE,FALSE,76926.38,71074.45,8
4/7/2017 14:00,35,32,14,840,6,FALSE,FALSE,78626.7,71074.45,8
4/7/2017 15:00,34,32,15,900,6,FALSE,FALSE,77042.6,71074.45,8
4/7/2017 16:00,35,32,16,960,6,FALSE,FALSE,78081.8,71074.45,8
4/7/2017 17:00,36,33,17,1020,6,FALSE,FALSE,77208.31,71074.45,8
4/7/2017 18:00,36,33,18,1080,6,FALSE,FALSE,72770.22,71074.45,8
4/7/2017 19:00,36,33,19,1140,6,FALSE,FALSE,65694.57,71074.45,8
4/7/2017 20:00,36,33,20,1200,6,FALSE,FALSE,62227.99,71074.45,8
4/7/2017 21:00,34,32,21,1260,6,FALSE,FALSE,61135.53,71074.45,8
4/7/2017 22:00,34,31,22,1320,6,FALSE,FALSE,60539.44,71074.45,8
4/7/2017 23:00,34,31,23,1380,6,FALSE,FALSE,61206.99,71074.45,8
4/8/2017 0:00,34,30,0,0,7,TRUE,FALSE,59951.55,57996.27,8
4/8/2017 1:00,33,30,1,60,7,TRUE,FALSE,59460.27,57996.27,8
4/8/2017 2:00,32,29,2,120,7,TRUE,FALSE,60944.16,57996.27,8
4/8/2017 3:00,32,29,3,180,7,TRUE,FALSE,60429.33,57996.27,8
4/8/2017 4:00,31,28,4,240,7,TRUE,FALSE,59249.74,57996.27,8
4/8/2017 5:00,31,28,5,300,7,TRUE,FALSE,61765.24,57996.27,8
4/8/2017 6:00,31,28,6,360,7,TRUE,FALSE,62552.23,57996.27,8
4/8/2017 7:00,34,30,7,420,7,TRUE,FALSE,68492.68,57996.27,8
4/8/2017 8:00,37,32,8,480,7,TRUE,FALSE,71074.45,57996.27,8
4/8/2017 9:00,39,33,9,540,7,TRUE,FALSE,67211.62,57996.27,8
4/8/2017 10:00,41,34,10,600,7,TRUE,FALSE,68559.98,57996.27,8
4/8/2017 11:00,42,35,11,660,7,TRUE,FALSE,64974.82,57996.27,8
4/8/2017 12:00,44,36,12,720,7,TRUE,FALSE,61597.57,57996.27,8
4/8/2017 13:00,47,38,13,780,7,TRUE,FALSE,55246.19,57996.27,8
4/8/2017 14:00,47,37,14,840,7,TRUE,FALSE,54454.26,57996.27,8
4/8/2017 15:00,48,37,15,900,7,TRUE,FALSE,52548.65,57996.27,8
4/8/2017 16:00,51,39,16,960,7,TRUE,FALSE,49082.56,57996.27,8
4/8/2017 17:00,51,38,17,1020,7,TRUE,FALSE,47839.5,57996.27,8
4/8/2017 18:00,50,39,18,1080,7,TRUE,FALSE,44985.61,57996.27,8
4/8/2017 19:00,47,38,19,1140,7,TRUE,FALSE,42749.43,57996.27,8
4/8/2017 20:00,45,37,20,1200,7,TRUE,FALSE,45152.5,57996.27,8
4/8/2017 21:00,43,35,21,1260,7,TRUE,FALSE,50194.63,57996.27,8
4/8/2017 22:00,42,34,22,1320,7,TRUE,FALSE,49965.18,57996.27,8
4/8/2017 23:00,40,33,23,1380,7,TRUE,FALSE,49182.03,57996.27,8
4/9/2017 0:00,38,32,0,0,1,TRUE,FALSE,48831.72,45899.59,8
4/9/2017 1:00,38,32,1,60,1,TRUE,FALSE,47757.9,45899.59,8
4/9/2017 2:00,38,32,2,120,1,TRUE,FALSE,49798.75,45899.59,8
4/9/2017 3:00,38,33,3,180,1,TRUE,FALSE,51028.37,45899.59,8
4/9/2017 4:00,36,32,4,240,1,TRUE,FALSE,50262.24,45899.59,8
4/9/2017 5:00,38,33,5,300,1,TRUE,FALSE,52964.06,45899.59,8
4/9/2017 6:00,39,33,6,360,1,TRUE,FALSE,55326.15,45899.59,8
4/9/2017 7:00,42,35,7,420,1,TRUE,FALSE,56447.72,45899.59,8
4/9/2017 8:00,47,38,8,480,1,TRUE,FALSE,57996.27,45899.59,8
4/9/2017 9:00,52,42,9,540,1,TRUE,FALSE,49723.07,45899.59,8
4/9/2017 10:00,56,45,10,600,1,TRUE,FALSE,44695.13,45899.59,8
4/9/2017 11:00,61,48,11,660,1,TRUE,FALSE,40819.36,45899.59,8
4/9/2017 12:00,65,50,12,720,1,TRUE,FALSE,37229.49,45899.59,8
4/9/2017 13:00,68,52,13,780,1,TRUE,FALSE,37062.95,45899.59,8
4/9/2017 14:00,68,51,14,840,1,TRUE,FALSE,35290.29,45899.59,8
4/9/2017 15:00,70,51,15,900,1,TRUE,FALSE,33002.14,45899.59,8
4/9/2017 16:00,72,53,16,960,1,TRUE,FALSE,33380.74,45899.59,8
4/9/2017 17:00,72,52,17,1020,1,TRUE,FALSE,32263.68,45899.59,8
4/9/2017 18:00,70,52,18,1080,1,TRUE,FALSE,32177.77,45899.59,8
4/9/2017 19:00,68,51,19,1140,1,TRUE,FALSE,33479.22,45899.59,8
4/9/2017 20:00,65,50,20,1200,1,TRUE,FALSE,32148.53,45899.59,8
4/9/2017 21:00,63,49,21,1260,1,TRUE,FALSE,33373.96,45899.59,8
4/9/2017 22:00,62,49,22,1320,1,TRUE,FALSE,31686.7,45899.59,8
4/9/2017 23:00,59,48,23,1380,1,TRUE,FALSE,30921.43,45899.59,8
4/10/2017 0:00,63,49,0,0,2,FALSE,FALSE,31132.66,36558.09,10
4/10/2017 1:00,59,47,1,60,2,FALSE,FALSE,31176.1,36558.09,10
4/10/2017 2:00,61,48,2,120,2,FALSE,FALSE,31152.72,36558.09,10
4/10/2017 3:00,60,47,3,180,2,FALSE,FALSE,31358.24,36558.09,10
4/10/2017 4:00,60,47,4,240,2,FALSE,FALSE,31803.48,36558.09,10
4/10/2017 5:00,56,45,5,300,2,FALSE,FALSE,34058.78,36558.09,10
4/10/2017 6:00,58,46,6,360,2,FALSE,FALSE,38154.03,36558.09,10
4/10/2017 7:00,63,48,7,420,2,FALSE,FALSE,44384.13,36558.09,10
4/10/2017 8:00,66,50,8,480,2,FALSE,FALSE,45899.59,36558.09,10
4/10/2017 9:00,69,52,9,540,2,FALSE,FALSE,37580.03,36558.09,10
4/10/2017 10:00,70,53,10,600,2,FALSE,FALSE,34987.46,36558.09,10
4/10/2017 11:00,72,55,11,660,2,FALSE,FALSE,33140.26,36558.09,10
4/10/2017 12:00,74,58,12,720,2,FALSE,FALSE,30688.62,36558.09,10
4/10/2017 13:00,77,60,13,780,2,FALSE,FALSE,30217.82,36558.09,10
4/10/2017 14:00,78,61,14,840,2,FALSE,FALSE,29622.65,36558.09,10
4/10/2017 15:00,79,61,15,900,2,FALSE,FALSE,28790.31,36558.09,10
4/10/2017 16:00,78,61,16,960,2,FALSE,FALSE,29437.27,36558.09,10
4/10/2017 17:00,76,60,17,1020,2,FALSE,FALSE,27943.5,36558.09,10
4/10/2017 18:00,76,60,18,1080,2,FALSE,FALSE,28445.79,36558.09,10
4/10/2017 19:00,73,59,19,1140,2,FALSE,FALSE,28665.62,36558.09,10
4/10/2017 20:00,69,58,20,1200,2,FALSE,FALSE,27714.55,36558.09,10
4/10/2017 21:00,65,57,21,1260,2,FALSE,FALSE,28425.3,36558.09,10
4/10/2017 22:00,65,57,22,1320,2,FALSE,FALSE,27983.45,36558.09,10
4/10/2017 23:00,67,59,23,1380,2,FALSE,FALSE,27030.03,36558.09,10
4/11/2017 0:00,65,58,0,0,3,FALSE,FALSE,26887.1,52105.93,9
4/11/2017 1:00,63,58,1,60,3,FALSE,FALSE,26806.52,52105.93,9
4/11/2017 2:00,59,56,2,120,3,FALSE,FALSE,26834.31,52105.93,9
4/11/2017 3:00,60,56,3,180,3,FALSE,FALSE,26885.51,52105.93,9
4/11/2017 4:00,61,57,4,240,3,FALSE,FALSE,27296.28,52105.93,9
4/11/2017 5:00,63,57,5,300,3,FALSE,FALSE,28872.33,52105.93,9
4/11/2017 6:00,63,57,6,360,3,FALSE,FALSE,29661.88,52105.93,9
4/11/2017 7:00,62,56,7,420,3,FALSE,FALSE,31949.85,52105.93,9
4/11/2017 8:00,63,57,8,480,3,FALSE,FALSE,33317.33,52105.93,9
4/11/2017 9:00,66,58,9,540,3,FALSE,FALSE,33247.8,52105.93,9
4/11/2017 10:00,68,59,10,600,3,FALSE,FALSE,36558.09,52105.93,9
4/11/2017 11:00,68,59,11,660,3,FALSE,FALSE,33466.4,52105.93,9
4/11/2017 12:00,67,59,12,720,3,FALSE,FALSE,32493.51,52105.93,9
4/11/2017 13:00,62,59,13,780,3,FALSE,FALSE,32865.93,52105.93,9
4/11/2017 14:00,60,57,14,840,3,FALSE,FALSE,33415.58,52105.93,9
4/11/2017 15:00,62,59,15,900,3,FALSE,FALSE,32242.79,52105.93,9
4/11/2017 16:00,65,59,16,960,3,FALSE,FALSE,32450.2,52105.93,9
4/11/2017 17:00,66,60,17,1020,3,FALSE,FALSE,29683.39,52105.93,9
4/11/2017 18:00,65,59,18,1080,3,FALSE,FALSE,28741.28,52105.93,9
4/11/2017 19:00,63,58,19,1140,3,FALSE,FALSE,28903.42,52105.93,9
4/11/2017 20:00,62,57,20,1200,3,FALSE,FALSE,28591.92,52105.93,9
4/11/2017 21:00,62,57,21,1260,3,FALSE,FALSE,28749.57,52105.93,9
4/11/2017 22:00,63,58,22,1320,3,FALSE,FALSE,27935.54,52105.93,9
4/11/2017 23:00,57,52,23,1380,3,FALSE,FALSE,28545.23,52105.93,9
4/12/2017 0:00,55,51,0,0,4,FALSE,FALSE,29683.2,63345.63,7
4/12/2017 1:00,53,49,1,60,4,FALSE,FALSE,35264.44,63345.63,7
4/12/2017 2:00,52,49,2,120,4,FALSE,FALSE,30880.69,63345.63,7
4/12/2017 3:00,52,49,3,180,4,FALSE,FALSE,32004.79,63345.63,7
4/12/2017 4:00,50,45,4,240,4,FALSE,FALSE,32983.96,63345.63,7
4/12/2017 5:00,50,46,5,300,4,FALSE,FALSE,36127.38,63345.63,7
4/12/2017 6:00,48,44,6,360,4,FALSE,FALSE,36784.75,63345.63,7
4/12/2017 7:00,47,42,7,420,4,FALSE,FALSE,47986.2,63345.63,7
4/12/2017 8:00,46,42,8,480,4,FALSE,FALSE,50152.2,63345.63,7
4/12/2017 9:00,46,42,9,540,4,FALSE,FALSE,52105.93,63345.63,7
4/12/2017 10:00,47,42,10,600,4,FALSE,FALSE,49771.02,63345.63,7
4/12/2017 11:00,48,43,11,660,4,FALSE,FALSE,47397.22,63345.63,7
4/12/2017 12:00,48,43,12,720,4,FALSE,FALSE,44895.73,63345.63,7
4/12/2017 13:00,48,43,13,780,4,FALSE,FALSE,48398.42,63345.63,7
4/12/2017 14:00,47,42,14,840,4,FALSE,FALSE,47834.5,63345.63,7
4/12/2017 15:00,47,42,15,900,4,FALSE,FALSE,44643.03,63345.63,7
4/12/2017 16:00,48,43,16,960,4,FALSE,FALSE,48109.39,63345.63,7
4/12/2017 17:00,48,43,17,1020,4,FALSE,FALSE,46162.8,63345.63,7
4/12/2017 18:00,48,43,18,1080,4,FALSE,FALSE,47584.87,63345.63,7
4/12/2017 19:00,47,42,19,1140,4,FALSE,FALSE,43062.76,63345.63,7
4/12/2017 20:00,47,42,20,1200,4,FALSE,FALSE,41542.17,63345.63,7
4/12/2017 21:00,45,40,21,1260,4,FALSE,FALSE,43424.58,63345.63,7
4/12/2017 22:00,44,39,22,1320,4,FALSE,FALSE,43303.7,63345.63,7
4/12/2017 23:00,42,38,23,1380,4,FALSE,FALSE,44685.66,63345.63,7
4/13/2017 0:00,41,37,0,0,5,FALSE,FALSE,43553.02,59542.62,7
4/13/2017 1:00,41,37,1,60,5,FALSE,FALSE,43285.98,59542.62,7
4/13/2017 2:00,39,35,2,120,5,FALSE,FALSE,43596.5,59542.62,7
4/13/2017 3:00,37,34,3,180,5,FALSE,FALSE,43843.25,59542.62,7
4/13/2017 4:00,37,34,4,240,5,FALSE,FALSE,44425.49,59542.62,7
4/13/2017 5:00,36,34,5,300,5,FALSE,FALSE,47999.21,59542.62,7
4/13/2017 6:00,35,33,6,360,5,FALSE,FALSE,47688.41,59542.62,7
4/13/2017 7:00,38,35,7,420,5,FALSE,FALSE,63345.63,59542.62,7
4/13/2017 8:00,43,37,8,480,5,FALSE,FALSE,61084.85,59542.62,7
4/13/2017 9:00,46,39,9,540,5,FALSE,FALSE,56133.02,59542.62,7
4/13/2017 10:00,49,40,10,600,5,FALSE,FALSE,56674.88,59542.62,7
4/13/2017 11:00,51,41,11,660,5,FALSE,FALSE,48427.53,59542.62,7
4/13/2017 12:00,51,41,12,720,5,FALSE,FALSE,45002.85,59542.62,7
4/13/2017 13:00,52,42,13,780,5,FALSE,FALSE,46058.34,59542.62,7
4/13/2017 14:00,53,42,14,840,5,FALSE,FALSE,43282.71,59542.62,7
4/13/2017 15:00,53,42,15,900,5,FALSE,FALSE,45156.97,59542.62,7
4/13/2017 16:00,55,42,16,960,5,FALSE,FALSE,42029.48,59542.62,7
4/13/2017 17:00,55,42,17,1020,5,FALSE,FALSE,39311.84,59542.62,7
4/13/2017 18:00,54,41,18,1080,5,FALSE,FALSE,38108.54,59542.62,7
4/13/2017 19:00,51,40,19,1140,5,FALSE,FALSE,36612.64,59542.62,7
4/13/2017 20:00,48,39,20,1200,5,FALSE,FALSE,38388.75,59542.62,7
4/13/2017 21:00,45,37,21,1260,5,FALSE,FALSE,38504.12,59542.62,7
4/13/2017 22:00,41,36,22,1320,5,FALSE,FALSE,36925.59,59542.62,7
4/13/2017 23:00,39,35,23,1380,5,FALSE,FALSE,36808.66,59542.62,7
4/14/2017 0:00,40,37,0,0,6,FALSE,FALSE,38820.22,42779.55,8
4/14/2017 1:00,40,37,1,60,6,FALSE,FALSE,37253.01,42779.55,8
4/14/2017 2:00,39,36,2,120,6,FALSE,FALSE,41068.33,42779.55,8
4/14/2017 3:00,37,35,3,180,6,FALSE,FALSE,43786.05,42779.55,8
4/14/2017 4:00,38,36,4,240,6,FALSE,FALSE,42108.98,42779.55,8
4/14/2017 5:00,39,37,5,300,6,FALSE,FALSE,44427.89,42779.55,8
4/14/2017 6:00,40,37,6,360,6,FALSE,FALSE,52132.12,42779.55,8
4/14/2017 7:00,43,39,7,420,6,FALSE,FALSE,59542.62,42779.55,8
4/14/2017 8:00,47,41,8,480,6,FALSE,FALSE,59169.15,42779.55,8
4/14/2017 9:00,53,43,9,540,6,FALSE,FALSE,52571.18,42779.55,8
