Datetime,HOURLYDRYBULBTEMPF,HOURLYWETBULBTEMPF,HR,MIN,DY,Weekend,Holiday,Steamgen,Nextdaysmax,Nextdaysmaxhr
2017-04-01 01:00:00,39.0,38.0,1,60,7,True,False,50396.12,66665.28,7.0
2017-04-01 02:00:00,38.0,38.0,2,120,7,True,False,51356.87,66665.28,7.0
2017-04-01 03:00:00,37.0,37.0,3,180,7,True,False,35409.41,66665.28,7.0
2017-04-01 04:00:00,37.0,37.0,4,240,7,True,False,33163.98,66665.28,7.0
2017-04-01 05:00:00,37.0,37.0,5,300,7,True,False,30918.56,66665.28,7.0
2017-04-01 06:00:00,36.0,36.0,6,360,7,True,False,28673.13,66665.28,7.0
2017-04-01 07:00:00,36.0,36.0,7,420,7,True,False,26427.71,66665.28,7.0
2017-04-01 08:00:00,36.0,36.0,8,480,7,True,False,24182.28,66665.28,7.0
2017-04-01 09:00:00,36.0,36.0,9,540,7,True,False,21936.86,66665.28,7.0
2017-04-01 10:00:00,36.0,36.0,10,600,7,True,False,19691.43,66665.28,7.0
2017-04-01 11:00:00,37.0,37.0,11,660,7,True,False,45272.28,66665.28,7.0
2017-04-01 12:00:00,38.0,37.0,12,720,7,True,False,47534.87,66665.28,7.0
2017-04-01 13:00:00,38.0,37.0,13,780,7,True,False,76824.34,66665.28,7.0
2017-04-01 14:00:00,39.0,37.0,14,840,7,True,False,102111.52,66665.28,7.0
2017-04-01 15:00:00,40.0,38.0,15,900,7,True,False,99453.14,66665.28,7.0
2017-04-01 16:00:00,41.0,38.0,16,960,7,True,False,82896.7,66665.28,7.0
2017-04-01 17:00:00,41.0,38.0,17,1020,7,True,False,68359.95,66665.28,7.0
2017-04-01 18:00:00,42.0,39.0,18,1080,7,True,False,64111.91,66665.28,7.0
2017-04-01 19:00:00,41.0,38.0,19,1140,7,True,False,58332.21,66665.28,7.0
2017-04-01 20:00:00,36.0,35.0,20,1200,7,True,False,56385.78,66665.28,7.0
2017-04-01 21:00:00,34.0,33.0,21,1260,7,True,False,60025.74,66665.28,7.0
2017-04-01 22:00:00,36.0,35.0,22,1320,7,True,False,59315.34,66665.28,7.0
2017-04-01 23:00:00,35.0,34.0,23,1380,7,True,False,62420.4,66665.28,7.0
2017-04-02 00:00:00,35.0,34.0,0,0,1,True,False,58359.72,64342.04,8.0
2017-04-02 01:00:00,33.0,32.0,1,60,1,True,False,59154.53,64342.04,8.0
2017-04-02 02:00:00,31.0,31.0,2,120,1,True,False,59080.82,64342.04,8.0
2017-04-02 03:00:00,30.0,30.0,3,180,1,True,False,61782.1,64342.04,8.0
2017-04-02 04:00:00,30.0,30.0,4,240,1,True,False,60128.35,64342.04,8.0
2017-04-02 05:00:00,32.0,31.0,5,300,1,True,False,64286.08,64342.04,8.0
2017-04-02 06:00:00,34.0,33.0,6,360,1,True,False,62834.88,64342.04,8.0
2017-04-02 07:00:00,34.0,33.0,7,420,1,True,False,66665.28,64342.04,8.0
2017-04-02 08:00:00,41.0,37.0,8,480,1,True,False,66310.76,64342.04,8.0
2017-04-02 09:00:00,47.0,41.0,9,540,1,True,False,61392.21,64342.04,8.0
2017-04-02 10:00:00,51.0,45.0,10,600,1,True,False,53181.51,64342.04,8.0
2017-04-02 11:00:00,53.0,46.0,11,660,1,True,False,48135.95,64342.04,8.0
2017-04-02 12:00:00,55.0,47.0,12,720,1,True,False,44279.33,64342.04,8.0
2017-04-02 13:00:00,57.0,47.0,13,780,1,True,False,41451.02,64342.04,8.0
2017-04-02 14:00:00,59.0,48.0,14,840,1,True,False,40057.23,64342.04,8.0
2017-04-02 15:00:00,58.0,47.0,15,900,1,True,False,37684.31,64342.04,8.0
2017-04-02 16:00:00,57.0,48.0,16,960,1,True,False,37380.52,64342.04,8.0
2017-04-02 17:00:00,57.0,47.0,17,1020,1,True,False,37388.13,64342.04,8.0
2017-04-02 18:00:00,55.0,46.0,18,1080,1,True,False,37501.0,64342.04,8.0
2017-04-02 19:00:00,52.0,43.0,19,1140,1,True,False,36556.16,64342.04,8.0
2017-04-02 20:00:00,50.0,42.0,20,1200,1,True,False,41770.6,64342.04,8.0
2017-04-02 21:00:00,48.0,41.0,21,1260,1,True,False,40200.77,64342.04,8.0
2017-04-02 22:00:00,48.0,40.0,22,1320,1,True,False,41833.55,64342.04,8.0
2017-04-02 23:00:00,45.0,39.0,23,1380,1,True,False,40689.16,64342.04,8.0
2017-04-03 00:00:00,45.0,38.0,0,0,2,False,False,42592.78,53757.31,8.0
2017-04-03 01:00:00,39.0,37.0,1,60,2,False,False,40496.26,53757.31,8.0
2017-04-03 02:00:00,40.0,37.0,2,120,2,False,False,41309.88,53757.31,8.0
2017-04-03 03:00:00,39.0,37.0,3,180,2,False,False,44277.29,53757.31,8.0
2017-04-03 04:00:00,38.0,36.0,4,240,2,False,False,42780.61,53757.31,8.0
2017-04-03 05:00:00,41.0,38.0,5,300,2,False,False,47426.34,53757.31,8.0
2017-04-03 06:00:00,43.0,39.0,6,360,2,False,False,50894.7,53757.31,8.0
2017-04-03 07:00:00,43.0,40.0,7,420,2,False,False,64087.77,53757.31,8.0
2017-04-03 08:00:00,45.0,40.0,8,480,2,False,False,64342.04,53757.31,8.0
2017-04-03 09:00:00,50.0,43.0,9,540,2,False,False,60370.22,53757.31,8.0
2017-04-03 10:00:00,55.0,45.0,10,600,2,False,False,55314.35,53757.31,8.0
2017-04-03 11:00:00,59.0,48.0,11,660,2,False,False,49587.73,53757.31,8.0
2017-04-03 12:00:00,59.0,47.0,12,720,2,False,False,44462.87,53757.31,8.0
2017-04-03 13:00:00,60.0,49.0,13,780,2,False,False,41578.7,53757.31,8.0
2017-04-03 14:00:00,61.0,49.0,14,840,2,False,False,39859.12,53757.31,8.0
2017-04-03 15:00:00,64.0,50.0,15,900,2,False,False,38780.78,53757.31,8.0
2017-04-03 16:00:00,64.0,50.0,16,960,2,False,False,35098.41,53757.31,8.0
2017-04-03 17:00:00,63.0,50.0,17,1020,2,False,False,34465.86,53757.31,8.0
2017-04-03 18:00:00,62.0,50.0,18,1080,2,False,False,35019.3,53757.31,8.0
2017-04-03 19:00:00,61.0,50.0,19,1140,2,False,False,36217.42,53757.31,8.0
2017-04-03 20:00:00,58.0,49.0,20,1200,2,False,False,36667.32,53757.31,8.0
2017-04-03 21:00:00,59.0,51.0,21,1260,2,False,False,34920.99,53757.31,8.0
2017-04-03 22:00:00,55.0,51.0,22,1320,2,False,False,33607.47,53757.31,8.0
2017-04-03 23:00:00,54.0,52.0,23,1380,2,False,False,33050.19,53757.31,8.0
2017-04-04 00:00:00,53.0,51.0,0,0,3,False,False,39667.45,67357.02,7.0
2017-04-04 01:00:00,52.0,50.0,1,60,3,False,False,35632.65,67357.02,7.0
2017-04-04 02:00:00,52.0,50.0,2,120,3,False,False,35712.18,67357.02,7.0
2017-04-04 03:00:00,51.0,49.0,3,180,3,False,False,37848.32,67357.02,7.0
2017-04-04 04:00:00,51.0,49.0,4,240,3,False,False,37644.09,67357.02,7.0
2017-04-04 05:00:00,53.0,50.0,5,300,3,False,False,39413.12,67357.02,7.0
2017-04-04 06:00:00,53.0,50.0,6,360,3,False,False,40793.14,67357.02,7.0
2017-04-04 07:00:00,54.0,51.0,7,420,3,False,False,52746.42,67357.02,7.0
2017-04-04 08:00:00,56.0,53.0,8,480,3,False,False,53757.31,67357.02,7.0
2017-04-04 09:00:00,57.0,54.0,9,540,3,False,False,49716.11,67357.02,7.0
2017-04-04 10:00:00,62.0,57.0,10,600,3,False,False,43234.96,67357.02,7.0
2017-04-04 11:00:00,63.0,58.0,11,660,3,False,False,40453.65,67357.02,7.0
2017-04-04 12:00:00,62.0,59.0,12,720,3,False,False,36343.88,67357.02,7.0
2017-04-04 13:00:00,58.0,54.0,13,780,3,False,False,38588.91,67357.02,7.0
2017-04-04 14:00:00,56.0,51.0,14,840,3,False,False,41345.41,67357.02,7.0
2017-04-04 15:00:00,54.0,49.0,15,900,3,False,False,43062.04,67357.02,7.0
2017-04-04 16:00:00,53.0,48.0,16,960,3,False,False,42244.04,67357.02,7.0
2017-04-04 17:00:00,51.0,48.0,17,1020,3,False,False,45719.3,67357.02,7.0
2017-04-04 18:00:00,50.0,47.0,18,1080,3,False,False,46362.94,67357.02,7.0
2017-04-04 19:00:00,50.0,47.0,19,1140,3,False,False,40078.17,67357.02,7.0
2017-04-04 20:00:00,49.0,46.0,20,1200,3,False,False,39630.3,67357.02,7.0
2017-04-04 21:00:00,48.0,44.0,21,1260,3,False,False,41773.86,67357.02,7.0
2017-04-04 22:00:00,47.0,43.0,22,1320,3,False,False,40864.0,67357.02,7.0
2017-04-04 23:00:00,45.0,42.0,23,1380,3,False,False,40674.23,67357.02,7.0
2017-04-05 00:00:00,44.0,41.0,0,0,4,False,False,42711.6,60761.37,8.0
2017-04-05 01:00:00,44.0,41.0,1,60,4,False,False,44525.66,60761.37,8.0
2017-04-05 02:00:00,43.0,40.0,2,120,4,False,False,43188.84,60761.37,8.0
2017-04-05 03:00:00,43.0,40.0,3,180,4,False,False,43800.66,60761.37,8.0
2017-04-05 04:00:00,43.0,40.0,4,240,4,False,False,44008.85,60761.37,8.0
2017-04-05 05:00:00,43.0,40.0,5,300,4,False,False,41537.25,60761.37,8.0
2017-04-05 06:00:00,42.0,39.0,6,360,4,False,False,51543.6,60761.37,8.0
2017-04-05 07:00:00,42.0,39.0,7,420,4,False,False,67357.02,60761.37,8.0
2017-04-05 08:00:00,42.0,39.0,8,480,4,False,False,67005.3,60761.37,8.0
2017-04-05 09:00:00,42.0,39.0,9,540,4,False,False,66150.61,60761.37,8.0
2017-04-05 10:00:00,43.0,40.0,10,600,4,False,False,61619.69,60761.37,8.0
2017-04-05 11:00:00,44.0,40.0,11,660,4,False,False,59246.54,60761.37,8.0
2017-04-05 12:00:00,45.0,41.0,12,720,4,False,False,55281.58,60761.37,8.0
2017-04-05 13:00:00,46.0,42.0,13,780,4,False,False,55915.78,60761.37,8.0
2017-04-05 14:00:00,48.0,43.0,14,840,4,False,False,54253.93,60761.37,8.0
2017-04-05 15:00:00,48.0,43.0,15,900,4,False,False,51700.79,60761.37,8.0
2017-04-05 16:00:00,49.0,44.0,16,960,4,False,False,51323.5,60761.37,8.0
2017-04-05 17:00:00,47.0,42.0,17,1020,4,False,False,49120.58,60761.37,8.0
2017-04-05 18:00:00,47.0,42.0,18,1080,4,False,False,48513.91,60761.37,8.0
2017-04-05 19:00:00,45.0,41.0,19,1140,4,False,False,48049.31,60761.37,8.0
2017-04-05 20:00:00,44.0,40.0,20,1200,4,False,False,49727.74,60761.37,8.0
2017-04-05 21:00:00,44.0,40.0,21,1260,4,False,False,48674.09,60761.37,8.0
2017-04-05 22:00:00,44.0,41.0,22,1320,4,False,False,47735.14,60761.37,8.0
2017-04-05 23:00:00,44.0,41.0,23,1380,4,False,False,45690.97,60761.37,8.0
2017-04-06 00:00:00,43.0,40.0,0,0,5,False,False,45121.89,87831.44,8.0
2017-04-06 01:00:00,44.0,41.0,1,60,5,False,False,44729.45,87831.44,8.0
2017-04-06 02:00:00,45.0,42.0,2,120,5,False,False,44488.95,87831.44,8.0
2017-04-06 03:00:00,46.0,43.0,3,180,5,False,False,42963.1,87831.44,8.0
2017-04-06 04:00:00,48.0,45.0,4,240,5,False,False,43516.9,87831.44,8.0
2017-04-06 05:00:00,50.0,48.0,5,300,5,False,False,43888.47,87831.44,8.0
2017-04-06 06:00:00,52.0,49.0,6,360,5,False,False,43310.91,87831.44,8.0
2017-04-06 07:00:00,52.0,49.0,7,420,5,False,False,55934.24,87831.44,8.0
2017-04-06 08:00:00,51.0,49.0,8,480,5,False,False,60761.37,87831.44,8.0
2017-04-06 09:00:00,50.0,48.0,9,540,5,False,False,58203.28,87831.44,8.0
2017-04-06 10:00:00,49.0,47.0,10,600,5,False,False,57418.38,87831.44,8.0
2017-04-06 11:00:00,50.0,48.0,11,660,5,False,False,55448.13,87831.44,8.0
2017-04-06 12:00:00,50.0,48.0,12,720,5,False,False,51400.43,87831.44,8.0
2017-04-06 13:00:00,50.0,48.0,13,780,5,False,False,53366.21,87831.44,8.0
2017-04-06 14:00:00,49.0,48.0,14,840,5,False,False,49805.65,87831.44,8.0
2017-04-06 15:00:00,49.0,47.0,15,900,5,False,False,50594.65,87831.44,8.0
2017-04-06 16:00:00,49.0,48.0,16,960,5,False,False,52837.25,87831.44,8.0
2017-04-06 17:00:00,45.0,44.0,17,1020,5,False,False,53054.51,87831.44,8.0
2017-04-06 18:00:00,43.0,43.0,18,1080,5,False,False,57093.66,87831.44,8.0
2017-04-06 19:00:00,41.0,40.0,19,1140,5,False,False,51255.76,87831.44,8.0
2017-04-06 20:00:00,41.0,40.0,20,1200,5,False,False,52046.63,87831.44,8.0
2017-04-06 21:00:00,40.0,39.0,21,1260,5,False,False,53960.29,87831.44,8.0
2017-04-06 22:00:00,37.0,36.0,22,1320,5,False,False,52645.28,87831.44,8.0
2017-04-06 23:00:00,34.0,34.0,23,1380,5,False,False,55391.22,87831.44,8.0
2017-04-07 00:00:00,34.0,33.0,0,0,6,False,False,62193.8,71074.45,8.0
2017-04-07 01:00:00,34.0,33.0,1,60,6,False,False,58874.06,71074.45,8.0
2017-04-07 02:00:00,34.0,33.0,2,120,6,False,False,58145.79,71074.45,8.0
2017-04-07 03:00:00,34.0,33.0,3,180,6,False,False,57806.25,71074.45,8.0
2017-04-07 04:00:00,34.0,34.0,4,240,6,False,False,58310.27,71074.45,8.0
2017-04-07 05:00:00,34.0,33.0,5,300,6,False,False,61431.43,71074.45,8.0
2017-04-07 06:00:00,34.0,33.0,6,360,6,False,False,69394.16,71074.45,8.0
2017-04-07 07:00:00,34.0,33.0,7,420,6,False,False,87054.2,71074.45,8.0
2017-04-07 08:00:00,34.0,33.0,8,480,6,False,False,87831.44,71074.45,8.0
2017-04-07 09:00:00,34.0,33.0,9,540,6,False,False,83171.84,71074.45,8.0
2017-04-07 10:00:00,33.0,32.0,10,600,6,False,False,79481.37,71074.45,8.0
2017-04-07 11:00:00,34.0,33.0,11,660,6,False,False,82324.33,71074.45,8.0
2017-04-07 12:00:00,34.0,33.0,12,720,6,False,False,79917.01,71074.45,8.0
2017-04-07 13:00:00,34.0,32.0,13,780,6,False,False,76926.38,71074.45,8.0
2017-04-07 14:00:00,35.0,32.0,14,840,6,False,False,78626.7,71074.45,8.0
2017-04-07 15:00:00,34.0,32.0,15,900,6,False,False,77042.6,71074.45,8.0
2017-04-07 16:00:00,35.0,32.0,16,960,6,False,False,78081.8,71074.45,8.0
2017-04-07 17:00:00,36.0,33.0,17,1020,6,False,False,77208.31,71074.45,8.0
2017-04-07 18:00:00,36.0,33.0,18,1080,6,False,False,72770.22,71074.45,8.0
2017-04-07 19:00:00,36.0,33.0,19,1140,6,False,False,65694.57,71074.45,8.0
2017-04-07 20:00:00,36.0,33.0,20,1200,6,False,False,62227.99,71074.45,8.0
2017-04-07 21:00:00,34.0,32.0,21,1260,6,False,False,61135.53,71074.45,8.0
2017-04-07 22:00:00,34.0,31.0,22,1320,6,False,False,60539.44,71074.45,8.0
2017-04-07 23:00:00,34.0,31.0,23,1380,6,False,False,61206.99,71074.45,8.0
2017-04-08 00:00:00,34.0,30.0,0,0,7,True,False,59951.55,57996.27,8.0
2017-04-08 01:00:00,33.0,30.0,1,60,7,True,False,59460.27,57996.27,8.0
2017-04-08 02:00:00,32.0,29.0,2,120,7,True,False,60944.16,57996.27,8.0
2017-04-08 03:00:00,32.0,29.0,3,180,7,True,False,60429.33,57996.27,8.0
2017-04-08 04:00:00,31.0,28.0,4,240,7,True,False,59249.74,57996.27,8.0
2017-04-08 05:00:00,31.0,28.0,5,300,7,True,False,61765.24,57996.27,8.0
2017-04-08 06:00:00,31.0,28.0,6,360,7,True,False,62552.23,57996.27,8.0
2017-04-08 07:00:00,34.0,30.0,7,420,7,True,False,68492.68,57996.27,8.0
2017-04-08 08:00:00,37.0,32.0,8,480,7,True,False,71074.45,57996.27,8.0
2017-04-08 09:00:00,39.0,33.0,9,540,7,True,False,67211.62,57996.27,8.0
2017-04-08 10:00:00,41.0,34.0,10,600,7,True,False,68559.98,57996.27,8.0
2017-04-08 11:00:00,42.0,35.0,11,660,7,True,False,64974.82,57996.27,8.0
2017-04-08 12:00:00,44.0,36.0,12,720,7,True,False,61597.57,57996.27,8.0
2017-04-08 13:00:00,47.0,38.0,13,780,7,True,False,55246.19,57996.27,8.0
2017-04-08 14:00:00,47.0,37.0,14,840,7,True,False,54454.26,57996.27,8.0
2017-04-08 15:00:00,48.0,37.0,15,900,7,True,False,52548.65,57996.27,8.0
2017-04-08 16:00:00,51.0,39.0,16,960,7,True,False,49082.56,57996.27,8.0
2017-04-08 17:00:00,51.0,38.0,17,1020,7,True,False,47839.5,57996.27,8.0
2017-04-08 18:00:00,50.0,39.0,18,1080,7,True,False,44985.61,57996.27,8.0
2017-04-08 19:00:00,47.0,38.0,19,1140,7,True,False,42749.43,57996.27,8.0
2017-04-08 20:00:00,45.0,37.0,20,1200,7,True,False,45152.5,57996.27,8.0
2017-04-08 21:00:00,43.0,35.0,21,1260,7,True,False,50194.63,57996.27,8.0
2017-04-08 22:00:00,42.0,34.0,22,1320,7,True,False,49965.18,57996.27,8.0
2017-04-08 23:00:00,40.0,33.0,23,1380,7,True,False,49182.03,57996.27,8.0
2017-04-09 00:00:00,38.0,32.0,0,0,1,True,False,48831.72,45899.59,8.0
2017-04-09 01:00:00,38.0,32.0,1,60,1,True,False,47757.9,45899.59,8.0
2017-04-09 02:00:00,38.0,32.0,2,120,1,True,False,49798.75,45899.59,8.0
2017-04-09 03:00:00,38.0,33.0,3,180,1,True,False,51028.37,45899.59,8.0
2017-04-09 04:00:00,36.0,32.0,4,240,1,True,False,50262.24,45899.59,8.0
2017-04-09 05:00:00,38.0,33.0,5,300,1,True,False,52964.06,45899.59,8.0
2017-04-09 06:00:00,39.0,33.0,6,360,1,True,False,55326.15,45899.59,8.0
2017-04-09 07:00:00,42.0,35.0,7,420,1,True,False,56447.72,45899.59,8.0
2017-04-09 08:00:00,47.0,38.0,8,480,1,True,False,57996.27,45899.59,8.0
2017-04-09 09:00:00,52.0,42.0,9,540,1,True,False,49723.07,45899.59,8.0
2017-04-09 10:00:00,56.0,45.0,10,600,1,True,False,44695.13,45899.59,8.0
2017-04-09 11:00:00,61.0,48.0,11,660,1,True,False,40819.36,45899.59,8.0
2017-04-09 12:00:00,65.0,50.0,12,720,1,True,False,37229.49,45899.59,8.0
2017-04-09 13:00:00,68.0,52.0,13,780,1,True,False,37062.95,45899.59,8.0
2017-04-09 14:00:00,68.0,51.0,14,840,1,True,False,35290.29,45899.59,8.0
2017-04-09 15:00:00,70.0,51.0,15,900,1,True,False,33002.14,45899.59,8.0
2017-04-09 16:00:00,72.0,53.0,16,960,1,True,False,33380.74,45899.59,8.0
2017-04-09 17:00:00,72.0,52.0,17,1020,1,True,False,32263.68,45899.59,8.0
2017-04-09 18:00:00,70.0,52.0,18,1080,1,True,False,32177.77,45899.59,8.0
2017-04-09 19:00:00,68.0,51.0,19,1140,1,True,False,33479.22,45899.59,8.0
2017-04-09 20:00:00,65.0,50.0,20,1200,1,True,False,32148.53,45899.59,8.0
2017-04-09 21:00:00,63.0,49.0,21,1260,1,True,False,33373.96,45899.59,8.0
2017-04-09 22:00:00,62.0,49.0,22,1320,1,True,False,31686.7,45899.59,8.0
2017-04-09 23:00:00,59.0,48.0,23,1380,1,True,False,30921.43,45899.59,8.0
2017-04-10 00:00:00,63.0,49.0,0,0,2,False,False,31132.66,36558.09,10.0
2017-04-10 01:00:00,59.0,47.0,1,60,2,False,False,31176.1,36558.09,10.0
2017-04-10 02:00:00,61.0,48.0,2,120,2,False,False,31152.72,36558.09,10.0
2017-04-10 03:00:00,60.0,47.0,3,180,2,False,False,31358.24,36558.09,10.0
2017-04-10 04:00:00,60.0,47.0,4,240,2,False,False,31803.48,36558.09,10.0
2017-04-10 05:00:00,56.0,45.0,5,300,2,False,False,34058.78,36558.09,10.0
2017-04-10 06:00:00,58.0,46.0,6,360,2,False,False,38154.03,36558.09,10.0
2017-04-10 07:00:00,63.0,48.0,7,420,2,False,False,44384.13,36558.09,10.0
2017-04-10 08:00:00,66.0,50.0,8,480,2,False,False,45899.59,36558.09,10.0
2017-04-10 09:00:00,69.0,52.0,9,540,2,False,False,37580.03,36558.09,10.0
2017-04-10 10:00:00,70.0,53.0,10,600,2,False,False,34987.46,36558.09,10.0
2017-04-10 11:00:00,72.0,55.0,11,660,2,False,False,33140.26,36558.09,10.0
2017-04-10 12:00:00,74.0,58.0,12,720,2,False,False,30688.62,36558.09,10.0
2017-04-10 13:00:00,77.0,60.0,13,780,2,False,False,30217.82,36558.09,10.0
2017-04-10 14:00:00,78.0,61.0,14,840,2,False,False,29622.65,36558.09,10.0
2017-04-10 15:00:00,79.0,61.0,15,900,2,False,False,28790.31,36558.09,10.0
2017-04-10 16:00:00,78.0,61.0,16,960,2,False,False,29437.27,36558.09,10.0
2017-04-10 17:00:00,76.0,60.0,17,1020,2,False,False,27943.5,36558.09,10.0
2017-04-10 18:00:00,76.0,60.0,18,1080,2,False,False,28445.79,36558.09,10.0
2017-04-10 19:00:00,73.0,59.0,19,1140,2,False,False,28665.62,36558.09,10.0
2017-04-10 20:00:00,69.0,58.0,20,1200,2,False,False,27714.55,36558.09,10.0
2017-04-10 21:00:00,65.0,57.0,21,1260,2,False,False,28425.3,36558.09,10.0
2017-04-10 22:00:00,65.0,57.0,22,1320,2,False,False,27983.45,36558.09,10.0
2017-04-10 23:00:00,67.0,59.0,23,1380,2,False,False,27030.03,36558.09,10.0
2017-04-11 00:00:00,65.0,58.0,0,0,3,False,False,26887.1,52105.93,9.0
2017-04-11 01:00:00,63.0,58.0,1,60,3,False,False,26806.52,52105.93,9.0
2017-04-11 02:00:00,59.0,56.0,2,120,3,False,False,26834.31,52105.93,9.0
2017-04-11 03:00:00,60.0,56.0,3,180,3,False,False,26885.51,52105.93,9.0
2017-04-11 04:00:00,61.0,57.0,4,240,3,False,False,27296.28,52105.93,9.0
2017-04-11 05:00:00,63.0,57.0,5,300,3,False,False,28872.33,52105.93,9.0
2017-04-11 06:00:00,63.0,57.0,6,360,3,False,False,29661.88,52105.93,9.0
2017-04-11 07:00:00,62.0,56.0,7,420,3,False,False,31949.85,52105.93,9.0
2017-04-11 08:00:00,63.0,57.0,8,480,3,False,False,33317.33,52105.93,9.0
2017-04-11 09:00:00,66.0,58.0,9,540,3,False,False,33247.8,52105.93,9.0
2017-04-11 10:00:00,68.0,59.0,10,600,3,False,False,36558.09,52105.93,9.0
2017-04-11 11:00:00,68.0,59.0,11,660,3,False,False,33466.4,52105.93,9.0
2017-04-11 12:00:00,67.0,59.0,12,720,3,False,False,32493.51,52105.93,9.0
2017-04-11 13:00:00,62.0,59.0,13,780,3,False,False,32865.93,52105.93,9.0
2017-04-11 14:00:00,60.0,57.0,14,840,3,False,False,33415.58,52105.93,9.0
2017-04-11 15:00:00,62.0,59.0,15,900,3,False,False,32242.79,52105.93,9.0
2017-04-11 16:00:00,65.0,59.0,16,960,3,False,False,32450.2,52105.93,9.0
2017-04-11 17:00:00,66.0,60.0,17,1020,3,False,False,29683.39,52105.93,9.0
2017-04-11 18:00:00,65.0,59.0,18,1080,3,False,False,28741.28,52105.93,9.0
2017-04-11 19:00:00,63.0,58.0,19,1140,3,False,False,28903.42,52105.93,9.0
2017-04-11 20:00:00,62.0,57.0,20,1200,3,False,False,28591.92,52105.93,9.0
2017-04-11 21:00:00,62.0,57.0,21,1260,3,False,False,28749.57,52105.93,9.0
2017-04-11 22:00:00,63.0,58.0,22,1320,3,False,False,27935.54,52105.93,9.0
2017-04-11 23:00:00,57.0,52.0,23,1380,3,False,False,28545.23,52105.93,9.0
2017-04-12 00:00:00,55.0,51.0,0,0,4,False,False,29683.2,63345.63,7.0
2017-04-12 01:00:00,53.0,49.0,1,60,4,False,False,35264.44,63345.63,7.0
2017-04-12 02:00:00,52.0,49.0,2,120,4,False,False,30880.69,63345.63,7.0
2017-04-12 03:00:00,52.0,49.0,3,180,4,False,False,32004.79,63345.63,7.0
2017-04-12 04:00:00,50.0,45.0,4,240,4,False,False,32983.96,63345.63,7.0
2017-04-12 05:00:00,50.0,46.0,5,300,4,False,False,36127.38,63345.63,7.0
2017-04-12 06:00:00,48.0,44.0,6,360,4,False,False,36784.75,63345.63,7.0
2017-04-12 07:00:00,47.0,42.0,7,420,4,False,False,47986.2,63345.63,7.0
2017-04-12 08:00:00,46.0,42.0,8,480,4,False,False,50152.2,63345.63,7.0
2017-04-12 09:00:00,46.0,42.0,9,540,4,False,False,52105.93,63345.63,7.0
2017-04-12 10:00:00,47.0,42.0,10,600,4,False,False,49771.02,63345.63,7.0
2017-04-12 11:00:00,48.0,43.0,11,660,4,False,False,47397.22,63345.63,7.0
2017-04-12 12:00:00,48.0,43.0,12,720,4,False,False,44895.73,63345.63,7.0
2017-04-12 13:00:00,48.0,43.0,13,780,4,False,False,48398.42,63345.63,7.0
2017-04-12 14:00:00,47.0,42.0,14,840,4,False,False,47834.5,63345.63,7.0
2017-04-12 15:00:00,47.0,42.0,15,900,4,False,False,44643.03,63345.63,7.0
2017-04-12 16:00:00,48.0,43.0,16,960,4,False,False,48109.39,63345.63,7.0
2017-04-12 17:00:00,48.0,43.0,17,1020,4,False,False,46162.8,63345.63,7.0
2017-04-12 18:00:00,48.0,43.0,18,1080,4,False,False,47584.87,63345.63,7.0
2017-04-12 19:00:00,47.0,42.0,19,1140,4,False,False,43062.76,63345.63,7.0
2017-04-12 20:00:00,47.0,42.0,20,1200,4,False,False,41542.17,63345.63,7.0
2017-04-12 21:00:00,45.0,40.0,21,1260,4,False,False,43424.58,63345.63,7.0
2017-04-12 22:00:00,44.0,39.0,22,1320,4,False,False,43303.7,63345.63,7.0
2017-04-12 23:00:00,42.0,38.0,23,1380,4,False,False,44685.66,63345.63,7.0
2017-04-13 00:00:00,41.0,37.0,0,0,5,False,False,43553.02,59542.62,7.0
2017-04-13 01:00:00,41.0,37.0,1,60,5,False,False,43285.98,59542.62,7.0
2017-04-13 02:00:00,39.0,35.0,2,120,5,False,False,43596.5,59542.62,7.0
2017-04-13 03:00:00,37.0,34.0,3,180,5,False,False,43843.25,59542.62,7.0
2017-04-13 04:00:00,37.0,34.0,4,240,5,False,False,44425.49,59542.62,7.0
2017-04-13 05:00:00,36.0,34.0,5,300,5,False,False,47999.21,59542.62,7.0
2017-04-13 06:00:00,35.0,33.0,6,360,5,False,False,47688.41,59542.62,7.0
2017-04-13 07:00:00,38.0,35.0,7,420,5,False,False,63345.63,59542.62,7.0
2017-04-13 08:00:00,43.0,37.0,8,480,5,False,False,61084.85,59542.62,7.0
2017-04-13 09:00:00,46.0,39.0,9,540,5,False,False,56133.02,59542.62,7.0
2017-04-13 10:00:00,49.0,40.0,10,600,5,False,False,56674.88,59542.62,7.0
2017-04-13 11:00:00,51.0,41.0,11,660,5,False,False,48427.53,59542.62,7.0
2017-04-13 12:00:00,51.0,41.0,12,720,5,False,False,45002.85,59542.62,7.0
2017-04-13 13:00:00,52.0,42.0,13,780,5,False,False,46058.34,59542.62,7.0
2017-04-13 14:00:00,53.0,42.0,14,840,5,False,False,43282.71,59542.62,7.0
2017-04-13 15:00:00,53.0,42.0,15,900,5,False,False,45156.97,59542.62,7.0
2017-04-13 16:00:00,55.0,42.0,16,960,5,False,False,42029.48,59542.62,7.0
2017-04-13 17:00:00,55.0,42.0,17,1020,5,False,False,39311.84,59542.62,7.0
2017-04-13 18:00:00,54.0,41.0,18,1080,5,False,False,38108.54,59542.62,7.0
2017-04-13 19:00:00,51.0,40.0,19,1140,5,False,False,36612.64,59542.62,7.0
