UPC,TITLE,Category ID,Category Name,Master Product ID,ACTIVE_CAT_ID_LIST,SITE_PRODUCT_TYPE,ITEM_QTY,NETNET_MERCH_AMT,BRAND,ITEM_GROUP_ID
11644641405,"All Clad Copper Core 14"" Open Stir Fry Pan",3865,Home,28738,"3865, 6466, 8147, 8148, 8155, 1000237, 1003304, 1003615, 1004842, 1005000, 1005423, 1005425, 1005426, 1005817, 1006386, 1006802, 1006841, 1006896, 1008368, 1031067, 1037967, 1039383, 1062759, 1062760, 1063567, 1063568, 1064059, 1065861",COOKWARE,3,810,ALL-CLAD METALCRAFT                ,1454040
32677661413,"Jasper Conran at Wedgwood ""White"" Mini Mug",3865,Home,29326,"1005732, 1065864",DINNERWARE,2,39.84,WEDGWOOD                           ,29476
32677661529,"Jasper Conran at Wedgwood ""White"" 7"" Swirl Plate",3865,Home,29326,"1005729, 1065864",DINNERWARE,6,90,WEDGWOOD                           ,29484
32677661406,"Jasper Conran at Wedgwood ""White"" Mug",3865,Home,29326,"1005732, 1065864",DINNERWARE,12,300,WEDGWOOD                           ,29475
24258357457,"Waterford Crystal ""Padova"" Dinner Plate",3865,Home,31711,"1005730, 1065864",DINNERWARE,6,216,WATERFORD                          ,235182
24258357464,"Waterford Crystal ""Padova"" Salad Plate",3865,Home,31711,"1005731, 1065864",DINNERWARE,6,186,WATERFORD                          ,488118
24258357518,"Waterford Crystal ""Padova"" Pasta Bowl",3865,Home,31711,"1005736, 1065864",DINNERWARE,4,220,WATERFORD                          ,30401
24258357501,Waterford Crystal Padova Rim Soup Bowl,3865,Home,31711,"1005736, 1065864",DINNERWARE,8,480,WATERFORD                          ,30400
91709515087,"kate spade new york ""Cypress Point"" All Purpose Bowl",3865,Home,44404,"8315, 1005746, 1065864",SERVEWARE,3,195,KATE SPADE                         ,45672
32677955109,Vera Wang Wedgwood Fidelity Flute,3865,Home,44534,1065864,DRINKWARE,2,43.5,VERA WANG                          ,45165
32677955109,Vera Wang Wedgwood Fidelity Flute,3865,Home,44534,1065864,DRINKWARE,2,43.34,VERA WANG                          ,45165
32677955086,Vera Wang Wedgwood Fidelity Iced Beverage,3865,Home,44534,1065864,DRINKWARE,12,348,VERA WANG                          ,45167
32677955086,Vera Wang Wedgwood Fidelity Iced Beverage,3865,Home,44534,1065864,DRINKWARE,6,173.52,VERA WANG                          ,45167
32677955048,Vera Wang Wedgwood Fidelity Wine,3865,Home,44534,1065864,DRINKWARE,1,29,VERA WANG                          ,45168
32677955048,Vera Wang Wedgwood Fidelity Wine,3865,Home,44534,1065864,DRINKWARE,6,174,VERA WANG                          ,45168
24258355040,"Waterford Standing Cross, 5.5""",3865,Home,58499,"6466, 19264, 19265, 1001543, 1005467, 1005856, 1006841",COLLECTIBLES,2,180,WATERFORD                          ,62439
24258380905,Waterford Lismore Nouveau Wine Glass,3865,Home,61779,"6466, 8240, 20741, 20743, 1000232, 1003304, 1004842, 1005000, 1005423, 1005425, 1005426, 1005468, 1005744, 1008368, 1031067, 1054665, 1062759, 1062760, 1063567, 1063568, 1064059, 1065864",DRINKWARE,1,74.72,WATERFORD                          ,233271
24258381841,Waterford Lismore Nouveau Iced Beverage Glass,3865,Home,61779,"6466, 8240, 8290, 1000232, 1003304, 1004842, 1005000, 1005423, 1005425, 1005426, 1005468, 1005743, 1008368, 1031067, 1054664, 1062759, 1062760, 1063567, 1063568, 1064059, 1065864",DRINKWARE,1,74.72,WATERFORD                          ,233273
24258380905,Waterford Lismore Nouveau Wine Glass,3865,Home,61779,"6466, 8240, 20741, 20743, 1000232, 1003304, 1004842, 1005000, 1005423, 1005425, 1005426, 1005468, 1005744, 1008368, 1031067, 1054665, 1062759, 1062760, 1063567, 1063568, 1064059, 1065864",DRINKWARE,2,150,WATERFORD                          ,233271
24258381841,Waterford Lismore Nouveau Iced Beverage Glass,3865,Home,61779,"6466, 8240, 8290, 1000232, 1003304, 1004842, 1005000, 1005423, 1005425, 1005426, 1005468, 1005743, 1008368, 1031067, 1054664, 1062759, 1062760, 1063567, 1063568, 1064059, 1065864",DRINKWARE,1,75,WATERFORD                          ,233273
24258381841,Waterford Lismore Nouveau Iced Beverage Glass,3865,Home,61779,"6466, 8240, 8290, 1000232, 1003304, 1004842, 1005000, 1005423, 1005425, 1005426, 1005468, 1005743, 1008368, 1031067, 1054664, 1062759, 1062760, 1063567, 1063568, 1064059, 1065864",DRINKWARE,8,600,WATERFORD                          ,233273
